unty_atch_file_no,atch_file_sqno,bsne_clsf_cd,atch_file_knd_cd,atch_file_nm,orgnl_atch_file_nm,file_extn_nm,file_sz,encr_bef_file_sz,img_url,atch_file_dscr,mcsc_chck_id_val,dwnld_prms_yn,kbrdr_id,kbrdr_nm,inpt_dt,atch_file_path_nm,tbl_nm,col_nm,atch_file_rmrk_cn
e0136a67-0050-48ef-871e-71d0fdf23a4a,1,업130031,첨020297,bdbcd406ba4345c58e6c614d00664e34.hwp,2026시즌 부산아이파크 홈경기장 청소 용역&#40;재공고&#41;.hwp,.hwp,92672,,,,,,UN00000109451,김현호,2026-02-09 09:59:02,/data/Attachfiles/a/2026/02/09/bdbcd406ba4345c58e6c614d00664e34.hwp,c,d,
e0136a67-0050-48ef-871e-71d0fdf23a4a,2,업130031,첨020417,f7901418a631425b93e8b2c3b431c85b.pdf,2026시즌 부산아이파크 홈경기장 청소 용역&#40;재공고&#41;.pdf,.pdf,193437,,,,,,UN00000109451,김현호,2026-02-09 09:59:52,/data/Attachfiles/a/2026/02/09/f7901418a631425b93e8b2c3b431c85b.pdf,c,d,
9017418c-cf10-4eda-9813-c7c28cbbf0a9,1,업130031,첨020297,b3077237a9c34056a2a7635f8eed46ad.hwp,&#40;가칭&#41;수택A구역도심복합개발서업예비신탁사 선정 입찰 공고문&#40;최종&#41;.hwp,.hwp,59904,,,,,,UN00000556447,서강연,2026-02-06 17:30:48,/data/Attachfiles/a/2026/02/06/b3077237a9c34056a2a7635f8eed46ad.hwp,c,d,
9017418c-cf10-4eda-9813-c7c28cbbf0a9,2,업130031,첨020109,d94f4c32ab9c40e38c46bca39982b779.hwp,&#40;가칭&#41;수택A구역 도심복합개발사업 예비신탁사 선정 입찰지침서&#40;최종&#41;.hwp,.hwp,55808,,,,,,UN00000556447,서강연,2026-02-06 17:30:49,/data/Attachfiles/a/2026/02/06/d94f4c32ab9c40e38c46bca39982b779.hwp,c,d,
9017418c-cf10-4eda-9813-c7c28cbbf0a9,3,업130031,첨020417,ea23b0bdf712468ea5104e1c0adf6b74.pdf,&#40;가칭&#41;수택A구역도심복합개발서업예비신탁사 선정 입찰 공고문&#40;최종&#41;.pdf,.pdf,49543,,,,,,UN00000556447,서강연,2026-02-06 17:32:20,/data/Attachfiles/a/2026/02/06/ea23b0bdf712468ea5104e1c0adf6b74.pdf,c,d,
30111f0c-c080-40b7-bae3-30a1f31f9e68,1,업130031,첨020297,9e3a2bd1b1b448a4a530f6a645233eb9.hwp,&#x27;K리그 유스 교육방법론 및 디렉팅 체계 도입&#x27; 용역 제안요청서_260207&#40;수정&#41;.hwp,.hwp,122880,,,,,,UN00000107560,노진근,2026-02-07 18:35:32,/data/Attachfiles/a/2026/02/07/9e3a2bd1b1b448a4a530f6a645233eb9.hwp,c,d,
30111f0c-c080-40b7-bae3-30a1f31f9e68,2,업130031,첨020417,099c04196b7446918b7530f680d6283f.pdf,&#x27;K리그 유스 교육방법론 및 디렉팅 체계 도입&#x27; 용역 제안요청서_260207&#40;수정&#41;.pdf,.pdf,433503,,,,,,UN00000107560,노진근,2026-02-07 18:35:35,/data/Attachfiles/a/2026/02/07/099c04196b7446918b7530f680d6283f.pdf,c,d,
cf3c9141-642d-4107-bdc1-c78ee60bd1e3,1,업130031,첨020109,cbb621bbdbd441e3a198b963fd0e8800.hwp,11.범죄예방 및 이주관리&#40;세입자조사&#41; 업체 선정 별지서식 및 배점표.hwp,.hwp,43008,,,,,,UN00000399403,서용엄,2026-02-06 18:36:22,/data/Attachfiles/a/2026/02/06/cbb621bbdbd441e3a198b963fd0e8800.hwp,c,d,
cf3c9141-642d-4107-bdc1-c78ee60bd1e3,2,업130031,첨020297,8215e36f6e6547be85ceb88c99eaa371.pdf,11.범죄예방 및 이주관리&#40;세입자조사&#41; 업체 선정 입찰공고.pdf,.pdf,46255,,,,,,UN00000399403,서용엄,2026-02-06 18:36:22,/data/Attachfiles/a/2026/02/06/8215e36f6e6547be85ceb88c99eaa371.pdf,c,d,
cf3c9141-642d-4107-bdc1-c78ee60bd1e3,3,업130031,첨020033,b8dd7f9182d34b48b11a44745c6f056f.pdf,11.범죄예방 및 이주관리&#40;세입자조사&#41; 업체 선정 입찰지침서.pdf,.pdf,100489,,,,,,UN00000399403,서용엄,2026-02-06 18:36:22,/data/Attachfiles/a/2026/02/06/b8dd7f9182d34b48b11a44745c6f056f.pdf,c,d,
5f266f27-9ebf-4fa0-8e49-afc971faaa16,1,업130031,첨020109,d3e15d95d9d146249a8c07cc29fc5c29.hwp,10.환경 및 재해영향평가 업체 선정 별지서식 및 배점표.hwp,.hwp,46080,,,,,,UN00000399403,서용엄,2026-02-06 18:33:58,/data/Attachfiles/a/2026/02/06/d3e15d95d9d146249a8c07cc29fc5c29.hwp,c,d,
5f266f27-9ebf-4fa0-8e49-afc971faaa16,2,업130031,첨020297,489844ae05b547949a8d8416163b6a20.pdf,10.환경 및 재해영향평가 업체 선정 입찰공고.pdf,.pdf,46917,,,,,,UN00000399403,서용엄,2026-02-06 18:33:58,/data/Attachfiles/a/2026/02/06/489844ae05b547949a8d8416163b6a20.pdf,c,d,
5f266f27-9ebf-4fa0-8e49-afc971faaa16,3,업130031,첨020033,c7504a9642724457af1adaad92683778.pdf,10.환경 및 재해영향평가 업체 선정 입찰지침서.pdf,.pdf,94031,,,,,,UN00000399403,서용엄,2026-02-06 18:33:58,/data/Attachfiles/a/2026/02/06/c7504a9642724457af1adaad92683778.pdf,c,d,
ac7b9bd8-2280-4f82-9b6b-76e75cebda1b,1,업130031,첨020109,49a54466e7bf48c1bcfa355da49f2bed.hwp,9.친환경 분야 협력업체 선정 별지서식 및 배점표.hwp,.hwp,41472,,,,,,UN00000399403,서용엄,2026-02-06 18:32:14,/data/Attachfiles/a/2026/02/06/49a54466e7bf48c1bcfa355da49f2bed.hwp,c,d,
ac7b9bd8-2280-4f82-9b6b-76e75cebda1b,2,업130031,첨020297,422fa99a030b4467ae2fe42e3225ce9a.pdf,9.친환경 분야 협력업체 선정 입찰공고.pdf,.pdf,46934,,,,,,UN00000399403,서용엄,2026-02-06 18:32:14,/data/Attachfiles/a/2026/02/06/422fa99a030b4467ae2fe42e3225ce9a.pdf,c,d,
ac7b9bd8-2280-4f82-9b6b-76e75cebda1b,3,업130031,첨020033,cd228dd036994704b61ccff9e70cac87.pdf,9.친환경 분야 협력업체 선정 입찰지침서.pdf,.pdf,94986,,,,,,UN00000399403,서용엄,2026-02-06 18:32:14,/data/Attachfiles/a/2026/02/06/cd228dd036994704b61ccff9e70cac87.pdf,c,d,
